Sequence	Position	Raw Binding (log ratio)
SEQ1	3293	0.55
SEQ1	3294	0.57
SEQ1	3295	0.409
SEQ1	3296	0.351
SEQ1	3297	0.341
SEQ1	3298	0.435
SEQ1	3299	0.71
SEQ1	3300	0.963
SEQ1	3301	1.13
SEQ1	3302	1.39
SEQ1	3303	1.5
SEQ1	3304	1.37
SEQ1	3305	1.22
SEQ1	3306	1.32
SEQ1	3307	1.34
SEQ1	3308	1.71
SEQ1	3309	1.98
SEQ1	3310	2.1
SEQ1	3311	2.29
SEQ1	3312	2.11
SEQ1	3313	1.84
SEQ1	3314	1.23
SEQ1	3315	0.927
SEQ1	3316	0.128
SEQ1	3317	-0.415
SEQ1	3318	-1.21
SEQ1	3319	-1.3
SEQ1	3320	-0.794
SEQ1	3321	-0.224
SEQ1	3322	-0.14
SEQ1	3323	-0.0911
SEQ1	3324	-0.441
SEQ1	3325	-0.769
SEQ1	3326	-0.755
SEQ1	3327	-0.844
SEQ1	3328	-0.93
SEQ1	3329	-1.05
SEQ1	3330	-1.47
SEQ1	3331	-1.96
SEQ1	3332	-2.13
SEQ1	3333	-2.01
SEQ1	3334	-1.34
SEQ1	3335	-0.813
SEQ1	3336	-0.348
SEQ1	3337	-0.12
SEQ1	3338	-0.383
SEQ1	3339	-0.756
SEQ1	3340	-1.01
SEQ1	3341	-0.81
SEQ1	3342	-0.651
SEQ1	3343	-0.808
SEQ1	3344	-1.2
SEQ1	3345	-1.32
SEQ1	3346	-1.23
SEQ1	3347	-1.36
SEQ1	3348	-1.11
SEQ1	3349	-0.592
SEQ1	3350	-0.215
SEQ1	3351	-0.173
SEQ1	3352	-0.496
SEQ1	3353	-0.717
SEQ1	3354	-0.962
SEQ1	3355	-1.04
SEQ1	3356	-0.962
SEQ1	3357	-1.02
SEQ1	3358	-0.9
SEQ1	3359	-0.756
SEQ1	3360	-0.376
SEQ1	3361	-0.269
SEQ1	3362	0.0159
SEQ1	3363	-0.0926
SEQ1	3364	0.0576
SEQ1	3365	0.0112
SEQ1	3366	0.0012
SEQ1	3367	-0.268
SEQ1	3368	-0.302
SEQ1	3369	-0.178
SEQ1	3370	0.244
SEQ1	3371	0.453
SEQ1	3372	0.411
SEQ1	3373	0.308
SEQ1	3374	0.487
SEQ1	3375	0.361
SEQ1	3376	0.0199
SEQ1	3377	-0.176
SEQ1	3378	-0.0769
SEQ1	3379	-0.374
SEQ1	3380	-0.365
SEQ1	3381	-0.61
SEQ1	3382	-0.523
SEQ1	3383	-0.589
SEQ1	3384	-0.698
SEQ1	3385	-0.879
SEQ1	3386	-1.17
SEQ1	3387	-0.991
SEQ1	3388	-1.22
SEQ1	3389	-0.838
SEQ1	3390	-0.377
SEQ1	3391	-0.218
SEQ1	3392	-0.301
SEQ1	3393	-0.57
SEQ1	3394	-0.623
SEQ1	3395	-0.0704
SEQ1	3396	0.128
SEQ1	3397	0.463
SEQ1	3398	0.558
SEQ1	3399	0.354
SEQ1	3400	0.311
SEQ1	3401	0.248
SEQ1	3402	0.696
SEQ1	3403	1.03
SEQ1	3404	1.12
SEQ1	3405	0.722
SEQ1	3406	-0.0422
SEQ1	3407	-0.783
SEQ1	3408	-0.926
SEQ1	3409	-0.74
SEQ1	3410	-0.497
SEQ1	3411	0.000739
SEQ1	3412	0.133
SEQ1	3413	-0.0803
SEQ1	3414	-0.417
SEQ1	3415	-0.309
SEQ1	3416	-0.0484
SEQ1	3417	0.0869
SEQ1	3418	0.158
SEQ1	3419	0.0523
SEQ1	3420	0.108
SEQ1	3421	0.00425
SEQ1	3422	-0.052
SEQ1	3423	0.233
SEQ1	3424	0.605
SEQ1	3425	0.339
SEQ1	3426	0.158
SEQ1	3427	0.0603
SEQ1	3428	0.487
SEQ1	3429	1.4
SEQ1	3430	1.95
SEQ1	3431	2.46
SEQ1	3432	2.31
SEQ1	3433	1.31
SEQ1	3434	0.687
SEQ1	3435	0.479
SEQ1	3436	0.436
SEQ1	3437	1.17
SEQ1	3438	1.52
SEQ1	3439	1.56
SEQ1	3440	1.37
SEQ1	3441	1.02
SEQ1	3442	0.429
SEQ1	3443	0.264
SEQ1	3444	0.22
SEQ1	3445	0.296
SEQ1	3446	0.466
SEQ1	3447	0.676
SEQ1	3448	0.968
SEQ1	3449	1.43
SEQ1	3450	1.3
SEQ1	3451	1.05
SEQ1	3452	0.789
SEQ1	3453	0.233
SEQ1	3454	-0.282
SEQ1	3455	-0.687
SEQ1	3456	-0.332
SEQ1	3457	0.17
SEQ1	3458	0.567
SEQ1	3459	0.798
SEQ1	3460	0.612
SEQ1	3461	0.749
SEQ1	3462	0.818
SEQ1	3463	0.612
SEQ1	3464	0.65
SEQ1	3465	0.772
SEQ1	3466	0.637
SEQ1	3467	0.71
SEQ1	3468	0.54
SEQ1	3469	0.822
SEQ1	3470	1.14
SEQ1	3471	1.26
SEQ1	3472	1.05
SEQ1	3473	0.916
SEQ1	3474	0.446
SEQ1	3475	0.0587
SEQ1	3476	0.0482
SEQ1	3477	0.26
SEQ1	3478	0.64
SEQ1	3479	0.573
SEQ1	3480	0.391
SEQ1	3481	-0.058
SEQ1	3482	-0.114
SEQ1	3483	0.407
SEQ1	3484	0.758
SEQ1	3485	0.943
SEQ1	3486	1.17
SEQ1	3487	1.16
SEQ1	3488	0.594
SEQ1	3489	0.0734
SEQ1	3490	-0.0646
SEQ1	3491	-0.28
SEQ1	3492	-0.224
SEQ1	3493	-0.542
SEQ1	3494	-0.744
SEQ1	3495	-0.769
SEQ1	3496	-0.483
SEQ1	3497	0.0388
SEQ1	3498	0.682
SEQ1	3499	1.2
SEQ1	3500	1.27
SEQ1	3501	0.576
SEQ1	3502	-0.188
SEQ1	3503	-0.514
SEQ1	3504	-0.683
SEQ1	3505	-0.569
SEQ1	3506	-0.0434
SEQ1	3507	0.23
SEQ1	3508	0.352
SEQ1	3509	0.586
SEQ1	3510	0.506
SEQ1	3511	1.08
SEQ1	3512	1.2
SEQ1	3513	0.802
SEQ1	3514	0.15
SEQ1	3515	-0.712
SEQ1	3516	-1.57
SEQ1	3517	-1.9
SEQ1	3518	-1.75
SEQ1	3519	-1.53
SEQ1	3520	-0.884
SEQ1	3521	-0.374
SEQ1	3522	-0.204
SEQ1	3523	-0.0365
SEQ1	3524	0.00539
SEQ1	3525	-0.137
SEQ1	3526	-0.213
SEQ1	3527	-0.312
SEQ1	3528	-0.715
SEQ1	3529	-1.14
SEQ1	3530	-1.12
SEQ1	3531	-1.06
SEQ1	3532	-0.524
SEQ1	3533	0.0616
SEQ1	3534	0.49
SEQ1	3535	0.846
SEQ1	3536	1.13
SEQ1	3537	0.751
SEQ1	3538	0.369
SEQ1	3539	0.0218
SEQ1	3540	-0.482
SEQ1	3541	-0.638
SEQ1	3542	-0.678
SEQ1	3543	-0.436
SEQ1	3544	-0.27
SEQ1	3545	-0.154
SEQ1	3546	-0.0349
SEQ1	3547	-0.0578
SEQ1	3548	-0.33
SEQ1	3549	-0.454
SEQ1	3550	-0.865
SEQ1	3551	-1.07
SEQ1	3552	-1.25
SEQ1	3553	-0.981
SEQ1	3554	-0.0589
SEQ1	3555	0.813
SEQ1	3556	1.84
SEQ1	3557	2.26
SEQ1	3558	1.93
SEQ1	3559	1.45
SEQ1	3560	0.559
SEQ1	3561	-0.701
SEQ1	3562	-1.15
SEQ1	3563	-1.42
SEQ1	3564	-1.33
SEQ1	3565	-0.849
SEQ1	3566	-0.303
SEQ1	3567	0.0312
SEQ1	3568	0.349
SEQ1	3569	0.385
SEQ1	3570	0.304
SEQ1	3571	0.274
SEQ1	3572	-0.0253
SEQ1	3573	-0.455
SEQ1	3574	-0.137
SEQ1	3575	-0.0467
SEQ1	3576	-0.0293
SEQ1	3577	-0.12
SEQ1	3578	-0.709
SEQ1	3579	-1.18
SEQ1	3580	-1.31
SEQ1	3581	-1.37
SEQ1	3582	-1.52
SEQ1	3583	-1.29
SEQ1	3584	-1.34
SEQ1	3585	-1.02
SEQ1	3586	-0.546
SEQ1	3587	-0.438
SEQ1	3588	-0.189
SEQ1	3589	-0.319
SEQ1	3590	-0.232
SEQ1	3591	-0.444
SEQ1	3592	-0.148
SEQ1	3593	-0.207
SEQ1	3594	0.0421
SEQ1	3595	0.356
SEQ1	3596	0.488
SEQ1	3597	0.196
SEQ1	3598	-0.02
SEQ1	3599	-0.669
SEQ1	3600	-0.896
SEQ1	3601	-0.609
SEQ1	3602	-0.175
SEQ1	3603	0.542
SEQ1	3604	1.43
SEQ1	3605	1.7
SEQ1	3606	1.47
SEQ1	3607	1.01
SEQ1	3608	0.305
SEQ1	3609	-0.313
SEQ1	3610	-0.566
SEQ1	3611	-0.816
SEQ1	3612	-0.698
SEQ1	3613	-0.741
SEQ1	3614	-0.687
SEQ1	3615	-0.207
SEQ1	3616	0.244
SEQ1	3617	0.447
SEQ1	3618	0.417
SEQ1	3619	-0.00167
SEQ1	3620	-0.281
SEQ1	3621	-0.508
SEQ1	3622	-0.974
SEQ1	3623	-0.803
SEQ1	3624	-0.518
SEQ1	3625	-0.0138
SEQ1	3626	0.0532
SEQ1	3627	-0.045
SEQ1	3628	-0.172
SEQ1	3629	-0.53
SEQ1	3630	-0.883
SEQ1	3631	-1
SEQ1	3632	-0.93
SEQ1	3633	-0.918
SEQ1	3634	-1.05
SEQ1	3635	-1.49
SEQ1	3636	-1.63
SEQ1	3637	-1.8
SEQ1	3638	-2.24
SEQ1	3639	-2.54
SEQ1	3640	-2.15
SEQ1	3641	-1.48
SEQ1	3642	-0.658
SEQ1	3643	-0.035
SEQ1	3644	0.339
SEQ1	3645	0.272
SEQ1	3646	-0.142
SEQ1	3647	-1.19
SEQ1	3648	-1.82
SEQ1	3649	-2.42
SEQ1	3650	-2.4
SEQ1	3651	-1.45
SEQ1	3652	-0.453
SEQ1	3653	0.531
SEQ1	3654	0.879
SEQ1	3655	0.897
SEQ1	3656	0.55
SEQ1	3657	0.368
SEQ1	3658	-0.11
SEQ1	3659	-0.126
SEQ1	3660	-0.156
SEQ1	3661	-0.337
SEQ1	3662	-0.352
SEQ1	3663	-0.318
SEQ1	3664	0.238
SEQ1	3665	0.158
SEQ1	3666	0.0942
SEQ1	3667	-0.507
SEQ1	3668	-1.2
SEQ1	3669	-1.89
SEQ1	3670	-2.06
SEQ1	3671	-1.89
SEQ1	3672	-1.14
SEQ1	3673	-0.623
SEQ1	3674	-0.32
SEQ1	3675	-0.345
SEQ1	3676	-0.861
SEQ1	3677	-1.77
SEQ1	3678	-2.32
SEQ1	3679	-2.53
SEQ1	3680	-2.2
SEQ1	3681	-1.73
SEQ1	3682	-1.23
SEQ1	3683	-0.85
SEQ1	3684	-0.595
SEQ1	3685	-1.07
SEQ1	3686	-1.39
SEQ1	3687	-1.75
SEQ1	3688	-2.4
SEQ1	3689	-2.45
SEQ1	3690	-1.9
SEQ1	3691	-1.12
SEQ1	3692	-0.369
SEQ1	3693	-0.0215
SEQ1	3694	-0.0884
SEQ1	3695	-0.679
SEQ1	3696	-1.27
SEQ1	3697	-1.81
SEQ1	3698	-2.43
SEQ1	3699	-2.99
SEQ1	3700	-3.15
SEQ1	3701	-2.78
SEQ1	3702	-2
SEQ1	3703	-1.03
SEQ1	3704	-0.583
SEQ1	3705	-0.732
SEQ1	3706	-1.51
SEQ1	3707	-2.33
SEQ1	3708	-3.03
SEQ1	3709	-3.37
SEQ1	3710	-3.22
SEQ1	3711	-2.67
SEQ1	3712	-1.85
SEQ1	3713	-1.04
SEQ1	3714	-0.684
SEQ1	3715	-0.655
SEQ1	3716	-0.862
SEQ1	3717	-1.45
SEQ1	3718	-1.88
SEQ1	3719	-2.03
SEQ1	3720	-2.4
SEQ1	3721	-2.67
SEQ1	3722	-2.64
SEQ1	3723	-2.19
SEQ1	3724	-1.69
SEQ1	3725	-1.19
SEQ1	3726	-1.39
SEQ1	3727	-1.56
SEQ1	3728	-1.89
SEQ1	3729	-1.95
SEQ1	3730	-1.48
SEQ1	3731	-0.559
SEQ1	3732	-0.256
SEQ1	3733	-0.0352
SEQ1	3734	-0.319
SEQ1	3735	-0.717
SEQ1	3736	-1.29
SEQ1	3737	-1.46
SEQ1	3738	-1.33
SEQ1	3739	-1.13
SEQ1	3740	-0.877
SEQ1	3741	-0.603
SEQ1	3742	-0.52
SEQ1	3743	-0.968
SEQ1	3744	-1.29
SEQ1	3745	-1.79
SEQ1	3746	-1.86
SEQ1	3747	-2.13
SEQ1	3748	-2.34
SEQ1	3749	-1.94
SEQ1	3750	-1.52
SEQ1	3751	-1.22
SEQ1	3752	-0.688
SEQ1	3753	-0.497
SEQ1	3754	-0.696
SEQ1	3755	-1.46
SEQ1	3756	-2.15
SEQ1	3757	-2.59
SEQ1	3758	-2.88
SEQ1	3759	-2.54
SEQ1	3760	-1.61
SEQ1	3761	-0.27
SEQ1	3762	0.6
SEQ1	3763	0.808
SEQ1	3764	0.68
SEQ1	3765	-0.173
SEQ1	3766	-0.999
SEQ1	3767	-1.64
SEQ1	3768	-1.74
SEQ1	3769	-1.96
SEQ1	3770	-2.05
SEQ1	3771	-1.28
SEQ1	3772	-0.804
SEQ1	3773	-0.194
SEQ1	3774	-0.00969
SEQ1	3775	-0.692
SEQ1	3776	-1.58
SEQ1	3777	-2.73
SEQ1	3778	-3.83
SEQ1	3779	-4
SEQ1	3780	-4.01
SEQ1	3781	-3.24
SEQ1	3782	-1.96
SEQ1	3783	-0.606
SEQ1	3784	0.583
SEQ1	3785	0.84
SEQ1	3786	0.149
SEQ1	3787	-0.973
SEQ1	3788	-2.26
SEQ1	3789	-3.15
SEQ1	3790	-3.72
SEQ1	3791	-3.74
SEQ1	3792	-3.31
SEQ1	3793	-2.41
SEQ1	3794	-1.3
SEQ1	3795	-0.334
SEQ1	3796	0.312
SEQ1	3797	0.395
SEQ1	3798	-0.275
SEQ1	3799	-0.985
SEQ1	3800	-1.4
SEQ1	3801	-1.47
SEQ1	3802	-1.56
SEQ1	3803	-1.47
SEQ1	3804	-1.1
SEQ1	3805	-0.538
SEQ1	3806	-0.531
SEQ1	3807	-0.348
SEQ1	3808	-0.754
SEQ1	3809	-1.19
SEQ1	3810	-1.97
SEQ1	3811	-2.82
SEQ1	3812	-3.05
SEQ1	3813	-2.66
SEQ1	3814	-1.96
SEQ1	3815	-0.955
SEQ1	3816	-0.196
SEQ1	3817	0.503
SEQ1	3818	0.95
SEQ1	3819	1.17
SEQ1	3820	0.742
SEQ1	3821	-0.133
SEQ1	3822	-1.39
SEQ1	3823	-2.05
SEQ1	3824	-2.44
SEQ1	3825	-2.49
SEQ1	3826	-2.05
SEQ1	3827	-1.16
SEQ1	3828	-0.531
SEQ1	3829	-0.0834
SEQ1	3830	0.318
SEQ1	3831	0.609
SEQ1	3832	0.0681
SEQ1	3833	-0.487
SEQ1	3834	-1.41
SEQ1	3835	-2.18
SEQ1	3836	-2.7
SEQ1	3837	-3.08
SEQ1	3838	-2.51
SEQ1	3839	-1.64
SEQ1	3840	-1.1
SEQ1	3841	-0.981
SEQ1	3842	-0.763
SEQ1	3843	-0.907
SEQ1	3844	-1.37
SEQ1	3845	-1.8
SEQ1	3846	-2.66
SEQ1	3847	-3.33
SEQ1	3848	-3.83
SEQ1	3849	-3.74
SEQ1	3850	-2.85
SEQ1	3851	-1.52
SEQ1	3852	-0.605
SEQ1	3853	0.383
SEQ1	3854	0.722
SEQ1	3855	0.438
SEQ1	3856	-0.279
SEQ1	3857	-1.47
SEQ1	3858	-2.51
SEQ1	3859	-3.42
SEQ1	3860	-3.63
SEQ1	3861	-3.32
SEQ1	3862	-2.76
SEQ1	3863	-1.89
SEQ1	3864	-1.25
SEQ1	3865	-0.801
SEQ1	3866	-0.826
SEQ1	3867	-1.23
SEQ1	3868	-1.79
SEQ1	3869	-2.53
SEQ1	3870	-2.59
SEQ1	3871	-1.91
SEQ1	3872	-1.18
SEQ1	3873	-0.0575
SEQ1	3874	0.806
SEQ1	3875	1.29
SEQ1	3876	1.21
SEQ1	3877	0.341
SEQ1	3878	-0.573
SEQ1	3879	-1.36
SEQ1	3880	-1.66
SEQ1	3881	-1.25
SEQ1	3882	-0.563
SEQ1	3883	0.147
SEQ1	3884	0.955
SEQ1	3885	0.863
SEQ1	3886	0.456
SEQ1	3887	-0.231
SEQ1	3888	-1.17
SEQ1	3889	-1.42
SEQ1	3890	-1.33
SEQ1	3891	-0.915
SEQ1	3892	-0.611
SEQ1	3893	-0.0951
SEQ1	3894	-0.00372
SEQ1	3895	0.0995
SEQ1	3896	-0.145
SEQ1	3897	-0.29
SEQ1	3898	-0.194
SEQ1	3899	-0.418
SEQ1	3900	-0.34
SEQ1	3901	-0.27
SEQ1	3902	0.123
SEQ1	3903	0.18
SEQ1	3904	0.627
SEQ1	3905	0.736
SEQ1	3906	0.548
SEQ1	3907	0.0378
SEQ1	3908	-0.499
SEQ1	3909	-0.686
SEQ1	3910	-0.225
SEQ1	3911	0.204
SEQ1	3912	0.984
SEQ1	3913	1.41
SEQ1	3914	1.3
SEQ1	3915	1.05
SEQ1	3916	0.653
SEQ1	3917	0.2
SEQ1	3918	-0.175
SEQ1	3919	-0.184
SEQ1	3920	0.0269
SEQ1	3921	0.464
SEQ1	3922	0.834
SEQ1	3923	1.11
SEQ1	3924	1.43
SEQ1	3925	1.24
SEQ1	3926	0.636
SEQ1	3927	-0.132
SEQ1	3928	-0.354
SEQ1	3929	0.0248
SEQ1	3930	0.322
SEQ1	3931	0.946
SEQ1	3932	1.2
SEQ1	3933	1.44
SEQ1	3934	1.2
SEQ1	3935	0.927
SEQ1	3936	0.454
SEQ1	3937	0.269
SEQ1	3938	0.459
SEQ1	3939	0.961
SEQ1	3940	1.66
SEQ1	3941	2.13
SEQ1	3942	2.72
SEQ1	3943	2.75
SEQ1	3944	2.6
SEQ1	3945	2.08
SEQ1	3946	1.47
SEQ1	3947	0.736
SEQ1	3948	0.011
SEQ1	3949	-0.112
SEQ1	3950	0.254
SEQ1	3951	0.751
SEQ1	3952	1.54
SEQ1	3953	1.57
SEQ1	3954	1.51
SEQ1	3955	1.23
SEQ1	3956	0.73
SEQ1	3957	0.419
SEQ1	3958	0.11
SEQ1	3959	-0.398
SEQ1	3960	-0.296
SEQ1	3961	-0.00893
SEQ1	3962	0.429
SEQ1	3963	0.998
SEQ1	3964	1.07
SEQ1	3965	1.02
SEQ1	3966	0.495
SEQ1	3967	-0.326
SEQ1	3968	-0.647
SEQ1	3969	-0.716
SEQ1	3970	-0.911
SEQ1	3971	-0.612
SEQ1	3972	0.0222
SEQ1	3973	0.372
SEQ1	3974	0.621
SEQ1	3975	0.356
SEQ1	3976	0.0768
SEQ1	3977	-0.604
SEQ1	3978	-0.864
SEQ1	3979	-0.685
SEQ1	3980	-0.528
SEQ1	3981	-0.562
SEQ1	3982	-0.812
SEQ1	3983	-1.27
SEQ1	3984	-1.57
SEQ1	3985	-1.87
SEQ1	3986	-2.08
SEQ1	3987	-2.09
SEQ1	3988	-1.55
SEQ1	3989	-0.849
SEQ1	3990	-0.274
SEQ1	3991	0.101
SEQ1	3992	0.504
SEQ1	3993	0.531
SEQ1	3994	0.083
SEQ1	3995	-0.336
SEQ1	3996	-0.874
SEQ1	3997	-1.12
SEQ1	3998	-0.937
SEQ1	3999	-0.436
SEQ1	4000	0.259
SEQ1	4001	0.799
SEQ1	4002	0.748
SEQ1	4003	0.403
SEQ1	4004	0.0881
SEQ1	4005	-0.238
SEQ1	4006	-0.401
SEQ1	4007	-0.657
SEQ1	4008	-1.04
SEQ1	4009	-1.38
SEQ1	4010	-1.53
SEQ1	4011	-1.44
SEQ1	4012	-0.916
SEQ1	4013	-0.684
SEQ1	4014	-0.333
SEQ1	4015	-0.438
SEQ1	4016	-0.463
SEQ1	4017	-0.274
SEQ1	4018	0.159
SEQ1	4019	0.353
SEQ1	4020	-0.00151
SEQ1	4021	-0.412
SEQ1	4022	-1.04
SEQ1	4023	-1.43
SEQ1	4024	-1.55
SEQ1	4025	-1.29
SEQ1	4026	-0.442
SEQ1	4027	0.353
SEQ1	4028	0.749
SEQ1	4029	0.898
SEQ1	4030	0.337
SEQ1	4031	-0.67
SEQ1	4032	-1.32
SEQ1	4033	-1.67
SEQ1	4034	-1.46
SEQ1	4035	-0.992
SEQ1	4036	-0.415
SEQ1	4037	0.25
SEQ1	4038	0.608
SEQ1	4039	1.03
SEQ1	4040	0.82
SEQ1	4041	0.142
SEQ1	4042	-0.611
SEQ1	4043	-1.34
SEQ1	4044	-1.98
SEQ1	4045	-2.36
SEQ1	4046	-1.92
SEQ1	4047	-1.39
SEQ1	4048	-0.623
SEQ1	4049	-0.152
SEQ1	4050	-0.214
SEQ1	4051	-0.477
SEQ1	4052	-1.42
SEQ1	4053	-2.22
SEQ1	4054	-2.35
SEQ1	4055	-2.35
SEQ1	4056	-2.02
SEQ1	4057	-1.63
SEQ1	4058	-1.08
SEQ1	4059	-0.6
SEQ1	4060	-0.283
SEQ1	4061	-0.00123
SEQ1	4062	-0.308
SEQ1	4063	-0.702
SEQ1	4064	-1.2
SEQ1	4065	-1.35
SEQ1	4066	-1.3
SEQ1	4067	-0.888
SEQ1	4068	-0.481
SEQ1	4069	-0.379
SEQ1	4070	-0.579
SEQ1	4071	-1.31
SEQ1	4072	-1.71
SEQ1	4073	-1.89
SEQ1	4074	-2.04
SEQ1	4075	-2.06
SEQ1	4076	-1.99
SEQ1	4077	-1.58
SEQ1	4078	-1.23
SEQ1	4079	-1.02
SEQ1	4080	-0.893
SEQ1	4081	-1.05
SEQ1	4082	-1.29
SEQ1	4083	-1.47
SEQ1	4084	-1.75
SEQ1	4085	-2.1
SEQ1	4086	-2.61
SEQ1	4087	-2.83
SEQ1	4088	-2.98
SEQ1	4089	-2.73
SEQ1	4090	-2.67
SEQ1	4091	-2.53
SEQ1	4092	-2.19
SEQ1	4093	-2.09
SEQ1	4094	-1.69
SEQ1	4095	-1.57
SEQ1	4096	-1.73
SEQ1	4097	-2.09
SEQ1	4098	-2.37
SEQ1	4099	-2.6
SEQ1	4100	-2.42
SEQ1	4101	-2.28
SEQ1	4102	-2.26
SEQ1	4103	-1.94
SEQ1	4104	-1.74
SEQ1	4105	-1.4
SEQ1	4106	-1
SEQ1	4107	-0.749
SEQ1	4108	-0.634
SEQ1	4109	-0.771
SEQ1	4110	-0.967
SEQ1	4111	-1.4
SEQ1	4112	-1.76
SEQ1	4113	-1.89
SEQ1	4114	-1.61
SEQ1	4115	-1.25
SEQ1	4116	-0.978
SEQ1	4117	-0.977
SEQ1	4118	-1.48
SEQ1	4119	-2.34
SEQ1	4120	-2.52
SEQ1	4121	-2.56
SEQ1	4122	-2.27
SEQ1	4123	-1.74
SEQ1	4124	-1.33
SEQ1	4125	-1.25
SEQ1	4126	-1.24
SEQ1	4127	-1.1
SEQ1	4128	-0.672
SEQ1	4129	-0.284
SEQ1	4130	-0.0241
SEQ1	4131	-0.38
SEQ1	4132	-1.03
SEQ1	4133	-1.6
SEQ1	4134	-1.89
SEQ1	4135	-1.61
SEQ1	4136	-1.12
SEQ1	4137	-0.694
SEQ1	4138	-0.132
SEQ1	4139	-0.333
SEQ1	4140	-0.754
SEQ1	4141	-1.28
SEQ1	4142	-1.76
SEQ1	4143	-2.06
SEQ1	4144	-2.08
SEQ1	4145	-2.13
SEQ1	4146	-2.8
SEQ1	4147	-3.31
SEQ1	4148	-3.91
SEQ1	4149	-3.89
SEQ1	4150	-3.73
SEQ1	4151	-3.6
SEQ1	4152	-3.41
SEQ1	4153	-3.3
SEQ1	4154	-2.71
SEQ1	4155	-2.17
SEQ1	4156	-1.48
SEQ1	4157	-1.15
SEQ1	4158	-1.12
SEQ1	4159	-1.45
SEQ1	4160	-1.79
SEQ1	4161	-2.07
SEQ1	4162	-2.64
SEQ1	4163	-2.84
SEQ1	4164	-2.84
SEQ1	4165	-2.96
SEQ1	4166	-2.5
SEQ1	4167	-2.17
SEQ1	4168	-2.02
SEQ1	4169	-1.35
SEQ1	4170	-0.928
SEQ1	4171	-0.866
SEQ1	4172	-0.958
SEQ1	4173	-1.63
SEQ1	4174	-2.17
SEQ1	4175	-2.62
SEQ1	4176	-3.04
SEQ1	4177	-3.06
SEQ1	4178	-2.89
SEQ1	4179	-2.59
SEQ1	4180	-2.32
SEQ1	4181	-1.49
SEQ1	4182	-0.906
SEQ1	4183	-0.00454
SEQ1	4184	0.301
SEQ1	4185	-0.0661
SEQ1	4186	-0.265
SEQ1	4187	-0.84
SEQ1	4188	-1.01
SEQ1	4189	-1.17
SEQ1	4190	-1.1
SEQ1	4191	-1.13
SEQ1	4192	-0.945
SEQ1	4193	-0.888
SEQ1	4194	-0.15
SEQ1	4195	0.35
SEQ1	4196	0.578
SEQ1	4197	0.754
SEQ1	4198	0.48
SEQ1	4199	0.184
SEQ1	4200	-0.158
SEQ1	4201	-0.39
SEQ1	4202	-0.718
SEQ1	4203	-0.677
SEQ1	4204	-0.245
SEQ1	4205	-0.143
SEQ1	4206	0.27
SEQ1	4207	0.438
SEQ1	4208	0.18
SEQ1	4209	-0.227
SEQ1	4210	-0.553
SEQ1	4211	-1.01
SEQ1	4212	-1.23
SEQ1	4213	-1.19
SEQ1	4214	-0.971
SEQ1	4215	-0.683
SEQ1	4216	-0.212
SEQ1	4217	0.161
SEQ1	4218	0.0315
SEQ1	4219	-0.38
SEQ1	4220	-1.26
SEQ1	4221	-1.87
SEQ1	4222	-2.62
SEQ1	4223	-2.88
SEQ1	4224	-2.6
SEQ1	4225	-2.11
SEQ1	4226	-1.19
SEQ1	4227	-0.593
SEQ1	4228	-0.175
SEQ1	4229	-0.0443
SEQ1	4230	-0.0194
SEQ1	4231	0.109
SEQ1	4232	0.149
SEQ1	4233	-0.0582
SEQ1	4234	-0.355
SEQ1	4235	-0.809
SEQ1	4236	-1.21
SEQ1	4237	-1.47
SEQ1	4238	-1.43
SEQ1	4239	-1.47
SEQ1	4240	-1.49
SEQ1	4241	-1.67
SEQ1	4242	-2.14
SEQ1	4243	-2.22
SEQ1	4244	-1.88
SEQ1	4245	-1.63
SEQ1	4246	-0.875
SEQ1	4247	-0.417
SEQ1	4248	-0.167
SEQ1	4249	0.19
SEQ1	4250	0.234
SEQ1	4251	0.165
SEQ1	4252	0.452
SEQ1	4253	0.752
SEQ1	4254	0.75
SEQ1	4255	0.845
SEQ1	4256	0.621
SEQ1	4257	0.437
SEQ1	4258	0.214
SEQ1	4259	0.0231
SEQ1	4260	0.167
SEQ1	4261	0.165
SEQ1	4262	0.336
SEQ1	4263	0.197
SEQ1	4264	0.396
SEQ1	4265	0.545
SEQ1	4266	0.71
SEQ1	4267	0.636
SEQ1	4268	0.377
SEQ1	4269	0.0508
SEQ1	4270	-0.25
SEQ1	4271	-0.554
SEQ1	4272	-0.646
SEQ1	4273	-0.62
SEQ1	4274	-0.272
SEQ1	4275	0.32
SEQ1	4276	0.587
SEQ1	4277	0.779
SEQ1	4278	0.97
SEQ1	4279	0.627
SEQ1	4280	0.576
SEQ1	4281	0.355
SEQ1	4282	0.18
SEQ1	4283	-0.136
SEQ1	4284	-0.036
SEQ1	4285	0.215
SEQ1	4286	0.647
SEQ1	4287	1.15
SEQ1	4288	1.24
SEQ1	4289	1.29
SEQ1	4290	0.75
SEQ1	4291	0.562
SEQ1	4292	0.557
SEQ1	4293	0.523
SEQ1	4294	1.11
SEQ1	4295	1.8
SEQ1	4296	2.36
SEQ1	4297	2.53
SEQ1	4298	2.48
SEQ1	4299	1.84
SEQ1	4300	1.17
SEQ1	4301	0.325
SEQ1	4302	-0.119
SEQ1	4303	-0.297
SEQ1	4304	0.121
SEQ1	4305	0.428
SEQ1	4306	0.989
SEQ1	4307	1.14
SEQ1	4308	1.52
SEQ1	4309	1.82
SEQ1	4310	1.68
