Sequence	Position	P start	P occupied
SEQ1	7853	0.008	0.560
SEQ1	7854	0.00774	0.559
SEQ1	7855	0.00611	0.552
SEQ1	7856	0.00529	0.546
SEQ1	7857	0.00429	0.545
SEQ1	7858	0.00494	0.547
SEQ1	7859	0.0047	0.550
SEQ1	7860	0.00598	0.554
SEQ1	7861	0.0108	0.560
SEQ1	7862	0.0179	0.569
SEQ1	7863	0.0238	0.580
SEQ1	7864	0.0342	0.602
SEQ1	7865	0.0443	0.636
SEQ1	7866	0.034	0.663
SEQ1	7867	0.0237	0.683
SEQ1	7868	0.0202	0.701
SEQ1	7869	0.0149	0.714
SEQ1	7870	0.0123	0.723
SEQ1	7871	0.0101	0.729
SEQ1	7872	0.00807	0.732
SEQ1	7873	0.00807	0.735
SEQ1	7874	0.00902	0.738
SEQ1	7875	0.0123	0.744
SEQ1	7876	0.0114	0.748
SEQ1	7877	0.0116	0.755
SEQ1	7878	0.0079	0.760
SEQ1	7879	0.00601	0.765
SEQ1	7880	0.00377	0.768
SEQ1	7881	0.00335	0.770
SEQ1	7882	0.00414	0.773
SEQ1	7883	0.00513	0.776
SEQ1	7884	0.00645	0.781
SEQ1	7885	0.00799	0.788
SEQ1	7886	0.00794	0.794
SEQ1	7887	0.00856	0.801
SEQ1	7888	0.00835	0.808
SEQ1	7889	0.00952	0.815
SEQ1	7890	0.00806	0.822
SEQ1	7891	0.00547	0.826
SEQ1	7892	0.0054	0.830
SEQ1	7893	0.00563	0.834
SEQ1	7894	0.00532	0.837
SEQ1	7895	0.00487	0.839
SEQ1	7896	0.0058	0.841
SEQ1	7897	0.00731	0.843
SEQ1	7898	0.00797	0.845
SEQ1	7899	0.0092	0.850
SEQ1	7900	0.012	0.859
SEQ1	7901	0.0138	0.871
SEQ1	7902	0.015	0.884
SEQ1	7903	0.0179	0.900
SEQ1	7904	0.014	0.912
SEQ1	7905	0.00669	0.915
SEQ1	7906	0.00265	0.915
SEQ1	7907	0.00133	0.914
SEQ1	7908	0.000864	0.912
SEQ1	7909	0.00122	0.912
SEQ1	7910	0.00233	0.912
SEQ1	7911	0.00352	0.915
SEQ1	7912	0.0051	0.920
SEQ1	7913	0.00625	0.925
SEQ1	7914	0.00582	0.930
SEQ1	7915	0.00394	0.934
SEQ1	7916	0.00219	0.935
SEQ1	7917	0.00141	0.935
SEQ1	7918	0.000834	0.933
SEQ1	7919	0.000688	0.930
SEQ1	7920	0.000546	0.927
SEQ1	7921	0.000785	0.926
SEQ1	7922	0.00106	0.926
SEQ1	7923	0.00196	0.927
SEQ1	7924	0.00329	0.929
SEQ1	7925	0.00303	0.931
SEQ1	7926	0.00178	0.930
SEQ1	7927	0.000757	0.929
SEQ1	7928	0.000493	0.927
SEQ1	7929	0.000429	0.926
SEQ1	7930	0.000674	0.926
SEQ1	7931	0.000872	0.926
SEQ1	7932	0.00134	0.927
SEQ1	7933	0.00184	0.928
SEQ1	7934	0.0021	0.929
SEQ1	7935	0.00237	0.930
SEQ1	7936	0.0019	0.927
SEQ1	7937	0.00176	0.921
SEQ1	7938	0.00167	0.912
SEQ1	7939	0.00114	0.905
SEQ1	7940	0.00112	0.901
SEQ1	7941	0.000986	0.898
SEQ1	7942	0.00182	0.898
SEQ1	7943	0.00208	0.899
SEQ1	7944	0.00226	0.899
SEQ1	7945	0.00216	0.899
SEQ1	7946	0.00224	0.898
SEQ1	7947	0.00142	0.894
SEQ1	7948	0.00136	0.888
SEQ1	7949	0.00188	0.880
SEQ1	7950	0.00193	0.875
SEQ1	7951	0.00203	0.873
SEQ1	7952	0.00155	0.872
SEQ1	7953	0.00104	0.871
SEQ1	7954	0.000854	0.870
SEQ1	7955	0.000642	0.870
SEQ1	7956	0.000684	0.869
SEQ1	7957	0.000789	0.866
SEQ1	7958	0.000906	0.862
SEQ1	7959	0.00148	0.857
SEQ1	7960	0.00171	0.853
SEQ1	7961	0.00141	0.852
SEQ1	7962	0.00139	0.852
SEQ1	7963	0.00168	0.853
SEQ1	7964	0.00163	0.853
SEQ1	7965	0.000939	0.853
SEQ1	7966	0.000526	0.850
SEQ1	7967	0.00032	0.847
SEQ1	7968	0.000261	0.841
SEQ1	7969	0.000351	0.835
SEQ1	7970	0.000727	0.829
SEQ1	7971	0.00149	0.825
SEQ1	7972	0.00328	0.822
SEQ1	7973	0.00494	0.821
SEQ1	7974	0.00418	0.819
SEQ1	7975	0.00236	0.817
SEQ1	7976	0.00126	0.816
SEQ1	7977	0.00105	0.815
SEQ1	7978	0.000981	0.814
SEQ1	7979	0.00101	0.813
SEQ1	7980	0.00124	0.812
SEQ1	7981	0.00172	0.810
SEQ1	7982	0.00255	0.807
SEQ1	7983	0.0052	0.804
SEQ1	7984	0.0118	0.808
SEQ1	7985	0.00974	0.810
SEQ1	7986	0.00624	0.810
SEQ1	7987	0.0029	0.809
SEQ1	7988	0.00112	0.808
SEQ1	7989	0.000662	0.807
SEQ1	7990	0.000583	0.806
SEQ1	7991	0.000749	0.806
SEQ1	7992	0.000883	0.806
SEQ1	7993	0.00115	0.805
SEQ1	7994	0.00147	0.802
SEQ1	7995	0.00205	0.798
SEQ1	7996	0.00186	0.789
SEQ1	7997	0.00206	0.780
SEQ1	7998	0.00247	0.772
SEQ1	7999	0.00177	0.764
SEQ1	8000	0.0016	0.757
SEQ1	8001	0.00199	0.751
SEQ1	8002	0.00234	0.748
SEQ1	8003	0.00371	0.746
SEQ1	8004	0.00688	0.749
SEQ1	8005	0.00978	0.754
SEQ1	8006	0.00935	0.758
SEQ1	8007	0.00767	0.760
SEQ1	8008	0.00493	0.754
SEQ1	8009	0.00474	0.741
SEQ1	8010	0.00483	0.722
SEQ1	8011	0.00627	0.694
SEQ1	8012	0.0147	0.664
SEQ1	8013	0.0194	0.650
SEQ1	8014	0.0246	0.651
SEQ1	8015	0.02	0.650
SEQ1	8016	0.0157	0.651
SEQ1	8017	0.012	0.651
SEQ1	8018	0.0106	0.651
SEQ1	8019	0.00789	0.651
SEQ1	8020	0.00565	0.649
SEQ1	8021	0.00516	0.645
SEQ1	8022	0.00479	0.637
SEQ1	8023	0.00661	0.633
SEQ1	8024	0.00751	0.629
SEQ1	8025	0.0145	0.635
SEQ1	8026	0.0176	0.647
SEQ1	8027	0.0126	0.656
SEQ1	8028	0.0085	0.661
SEQ1	8029	0.00518	0.662
SEQ1	8030	0.00599	0.663
SEQ1	8031	0.00927	0.666
SEQ1	8032	0.0185	0.676
SEQ1	8033	0.0315	0.700
SEQ1	8034	0.0315	0.723
SEQ1	8035	0.0171	0.731
SEQ1	8036	0.0107	0.732
SEQ1	8037	0.00731	0.732
SEQ1	8038	0.006	0.732
SEQ1	8039	0.00575	0.733
SEQ1	8040	0.00561	0.733
SEQ1	8041	0.00751	0.735
SEQ1	8042	0.00742	0.737
SEQ1	8043	0.00652	0.738
SEQ1	8044	0.007	0.738
SEQ1	8045	0.00657	0.736
SEQ1	8046	0.00747	0.735
SEQ1	8047	0.00885	0.731
SEQ1	8048	0.00697	0.725
SEQ1	8049	0.0062	0.716
SEQ1	8050	0.00743	0.705
SEQ1	8051	0.01	0.701
SEQ1	8052	0.0163	0.711
SEQ1	8053	0.0228	0.731
SEQ1	8054	0.0208	0.751
SEQ1	8055	0.014	0.764
SEQ1	8056	0.00577	0.768
SEQ1	8057	0.0027	0.769
SEQ1	8058	0.0015	0.767
SEQ1	8059	0.0012	0.763
SEQ1	8060	0.00202	0.758
SEQ1	8061	0.00376	0.756
SEQ1	8062	0.00696	0.759
SEQ1	8063	0.00833	0.766
SEQ1	8064	0.0138	0.778
SEQ1	8065	0.0202	0.797
SEQ1	8066	0.0162	0.813
SEQ1	8067	0.0196	0.832
SEQ1	8068	0.0124	0.843
SEQ1	8069	0.00999	0.852
SEQ1	8070	0.008	0.858
SEQ1	8071	0.00789	0.863
SEQ1	8072	0.00935	0.869
SEQ1	8073	0.0152	0.883
SEQ1	8074	0.0103	0.892
SEQ1	8075	0.00615	0.898
SEQ1	8076	0.00377	0.901
SEQ1	8077	0.0024	0.903
SEQ1	8078	0.00186	0.904
SEQ1	8079	0.00226	0.905
SEQ1	8080	0.00303	0.906
SEQ1	8081	0.00396	0.908
SEQ1	8082	0.00342	0.909
SEQ1	8083	0.00343	0.911
SEQ1	8084	0.0041	0.913
SEQ1	8085	0.0042	0.915
SEQ1	8086	0.00418	0.919
SEQ1	8087	0.0028	0.920
SEQ1	8088	0.00156	0.921
SEQ1	8089	0.000804	0.920
SEQ1	8090	0.000618	0.918
SEQ1	8091	0.000569	0.917
SEQ1	8092	0.000718	0.915
SEQ1	8093	0.00106	0.914
SEQ1	8094	0.00131	0.914
SEQ1	8095	0.00125	0.914
SEQ1	8096	0.00122	0.913
SEQ1	8097	0.000912	0.912
SEQ1	8098	0.000754	0.911
SEQ1	8099	0.001	0.910
SEQ1	8100	0.00151	0.911
SEQ1	8101	0.00138	0.911
SEQ1	8102	0.000865	0.911
SEQ1	8103	0.000524	0.911
SEQ1	8104	0.000276	0.911
SEQ1	8105	0.000281	0.910
SEQ1	8106	0.000421	0.909
SEQ1	8107	0.00066	0.908
SEQ1	8108	0.000956	0.908
SEQ1	8109	0.00131	0.908
SEQ1	8110	0.00103	0.907
SEQ1	8111	0.000896	0.906
SEQ1	8112	0.000991	0.906
SEQ1	8113	0.00165	0.907
SEQ1	8114	0.00261	0.910
SEQ1	8115	0.0038	0.913
SEQ1	8116	0.00332	0.916
SEQ1	8117	0.00256	0.918
SEQ1	8118	0.0025	0.919
SEQ1	8119	0.00254	0.918
SEQ1	8120	0.00363	0.917
SEQ1	8121	0.00355	0.916
SEQ1	8122	0.00294	0.917
SEQ1	8123	0.00213	0.918
SEQ1	8124	0.00116	0.918
SEQ1	8125	0.000781	0.918
SEQ1	8126	0.000589	0.917
SEQ1	8127	0.000546	0.917
SEQ1	8128	0.000688	0.916
SEQ1	8129	0.000715	0.914
SEQ1	8130	0.000689	0.909
SEQ1	8131	0.000795	0.898
SEQ1	8132	0.000937	0.889
SEQ1	8133	0.00115	0.884
SEQ1	8134	0.00205	0.883
SEQ1	8135	0.00371	0.886
SEQ1	8136	0.00408	0.889
SEQ1	8137	0.00204	0.891
SEQ1	8138	0.00102	0.891
SEQ1	8139	0.000783	0.891
SEQ1	8140	0.000642	0.891
SEQ1	8141	0.000657	0.890
SEQ1	8142	0.000503	0.888
SEQ1	8143	0.000407	0.887
SEQ1	8144	0.000332	0.885
SEQ1	8145	0.000353	0.883
SEQ1	8146	0.000621	0.882
SEQ1	8147	0.00135	0.881
SEQ1	8148	0.00239	0.882
SEQ1	8149	0.00186	0.881
SEQ1	8150	0.00118	0.879
SEQ1	8151	0.000733	0.873
SEQ1	8152	0.000447	0.863
SEQ1	8153	0.000449	0.854
SEQ1	8154	0.000601	0.847
SEQ1	8155	0.00119	0.844
SEQ1	8156	0.00193	0.841
SEQ1	8157	0.0025	0.839
SEQ1	8158	0.00247	0.835
SEQ1	8159	0.00205	0.822
SEQ1	8160	0.00185	0.805
SEQ1	8161	0.00175	0.782
SEQ1	8162	0.00195	0.764
SEQ1	8163	0.00195	0.750
SEQ1	8164	0.00206	0.740
SEQ1	8165	0.00234	0.732
SEQ1	8166	0.00205	0.726
SEQ1	8167	0.00334	0.724
SEQ1	8168	0.00956	0.728
SEQ1	8169	0.0183	0.741
SEQ1	8170	0.0217	0.757
SEQ1	8171	0.0141	0.763
SEQ1	8172	0.00534	0.754
SEQ1	8173	0.00233	0.739
SEQ1	8174	0.00144	0.728
SEQ1	8175	0.00141	0.720
SEQ1	8176	0.00187	0.717
SEQ1	8177	0.00367	0.715
SEQ1	8178	0.00829	0.714
SEQ1	8179	0.0113	0.707
SEQ1	8180	0.0137	0.689
SEQ1	8181	0.012	0.669
SEQ1	8182	0.0103	0.663
SEQ1	8183	0.00848	0.660
SEQ1	8184	0.00731	0.660
SEQ1	8185	0.00771	0.662
SEQ1	8186	0.00742	0.664
SEQ1	8187	0.00859	0.667
SEQ1	8188	0.00942	0.669
SEQ1	8189	0.012	0.673
SEQ1	8190	0.0155	0.682
SEQ1	8191	0.0179	0.693
SEQ1	8192	0.013	0.699
SEQ1	8193	0.00852	0.701
SEQ1	8194	0.00582	0.698
SEQ1	8195	0.0045	0.695
SEQ1	8196	0.00448	0.693
SEQ1	8197	0.0061	0.692
SEQ1	8198	0.00809	0.690
SEQ1	8199	0.0155	0.689
SEQ1	8200	0.0215	0.688
SEQ1	8201	0.0371	0.704
SEQ1	8202	0.0442	0.734
SEQ1	8203	0.036	0.765
SEQ1	8204	0.0253	0.787
SEQ1	8205	0.0202	0.806
SEQ1	8206	0.0116	0.816
SEQ1	8207	0.00709	0.821
SEQ1	8208	0.00407	0.822
SEQ1	8209	0.00273	0.818
SEQ1	8210	0.00235	0.812
SEQ1	8211	0.00258	0.800
SEQ1	8212	0.00284	0.783
SEQ1	8213	0.00431	0.771
SEQ1	8214	0.00603	0.758
SEQ1	8215	0.0071	0.752
SEQ1	8216	0.00882	0.751
SEQ1	8217	0.0139	0.757
SEQ1	8218	0.0199	0.769
SEQ1	8219	0.0202	0.780
SEQ1	8220	0.0146	0.779
SEQ1	8221	0.00993	0.779
SEQ1	8222	0.0102	0.783
SEQ1	8223	0.00908	0.788
SEQ1	8224	0.0121	0.798
SEQ1	8225	0.0108	0.807
SEQ1	8226	0.00988	0.814
SEQ1	8227	0.00907	0.821
SEQ1	8228	0.00794	0.824
SEQ1	8229	0.00575	0.827
SEQ1	8230	0.00692	0.830
SEQ1	8231	0.00818	0.834
SEQ1	8232	0.007	0.837
SEQ1	8233	0.00727	0.840
SEQ1	8234	0.00842	0.846
SEQ1	8235	0.00764	0.852
SEQ1	8236	0.00847	0.860
SEQ1	8237	0.00814	0.867
SEQ1	8238	0.00801	0.875
SEQ1	8239	0.0084	0.882
SEQ1	8240	0.00732	0.889
SEQ1	8241	0.00387	0.891
SEQ1	8242	0.00216	0.892
SEQ1	8243	0.00125	0.892
SEQ1	8244	0.00093	0.892
SEQ1	8245	0.00143	0.893
SEQ1	8246	0.00238	0.894
SEQ1	8247	0.00326	0.896
SEQ1	8248	0.00525	0.900
SEQ1	8249	0.00624	0.905
SEQ1	8250	0.00489	0.909
SEQ1	8251	0.00325	0.912
SEQ1	8252	0.00205	0.914
SEQ1	8253	0.0018	0.916
SEQ1	8254	0.00155	0.917
SEQ1	8255	0.00198	0.918
SEQ1	8256	0.00293	0.919
SEQ1	8257	0.00333	0.921
SEQ1	8258	0.00285	0.923
SEQ1	8259	0.00272	0.925
SEQ1	8260	0.0024	0.926
SEQ1	8261	0.00208	0.925
SEQ1	8262	0.0018	0.923
SEQ1	8263	0.0014	0.921
SEQ1	8264	0.00144	0.920
SEQ1	8265	0.00129	0.919
SEQ1	8266	0.00122	0.918
SEQ1	8267	0.00213	0.916
SEQ1	8268	0.00457	0.917
SEQ1	8269	0.00645	0.921
SEQ1	8270	0.00776	0.926
SEQ1	8271	0.00564	0.931
SEQ1	8272	0.00409	0.934
SEQ1	8273	0.00222	0.936
SEQ1	8274	0.00114	0.936
SEQ1	8275	0.000695	0.936
SEQ1	8276	0.000537	0.936
SEQ1	8277	0.000557	0.936
SEQ1	8278	0.000422	0.936
SEQ1	8279	0.000536	0.935
SEQ1	8280	0.000747	0.935
SEQ1	8281	0.00108	0.934
SEQ1	8282	0.00158	0.932
SEQ1	8283	0.00284	0.931
SEQ1	8284	0.00341	0.932
SEQ1	8285	0.00402	0.935
SEQ1	8286	0.00254	0.937
SEQ1	8287	0.00181	0.938
SEQ1	8288	0.00111	0.938
SEQ1	8289	0.000655	0.939
SEQ1	8290	0.000646	0.939
SEQ1	8291	0.000576	0.939
SEQ1	8292	0.000774	0.939
SEQ1	8293	0.000964	0.940
SEQ1	8294	0.00102	0.939
SEQ1	8295	0.00115	0.938
SEQ1	8296	0.0013	0.938
SEQ1	8297	0.00116	0.938
SEQ1	8298	0.00137	0.938
SEQ1	8299	0.00175	0.940
SEQ1	8300	0.00199	0.941
SEQ1	8301	0.0025	0.943
SEQ1	8302	0.00226	0.944
SEQ1	8303	0.00146	0.944
SEQ1	8304	0.000758	0.942
SEQ1	8305	0.000735	0.940
SEQ1	8306	0.00047	0.939
SEQ1	8307	0.000402	0.937
SEQ1	8308	0.00036	0.936
SEQ1	8309	0.000453	0.934
SEQ1	8310	0.00063	0.933
SEQ1	8311	0.000649	0.931
SEQ1	8312	0.000797	0.930
SEQ1	8313	0.000801	0.929
SEQ1	8314	0.0011	0.926
SEQ1	8315	0.00139	0.918
SEQ1	8316	0.0021	0.902
SEQ1	8317	0.00289	0.883
SEQ1	8318	0.00243	0.872
SEQ1	8319	0.00211	0.868
SEQ1	8320	0.00152	0.868
SEQ1	8321	0.00163	0.868
SEQ1	8322	0.00232	0.869
SEQ1	8323	0.00288	0.870
SEQ1	8324	0.00294	0.869
SEQ1	8325	0.00212	0.863
SEQ1	8326	0.00182	0.853
SEQ1	8327	0.00173	0.841
SEQ1	8328	0.000915	0.830
SEQ1	8329	0.000817	0.821
SEQ1	8330	0.00104	0.813
SEQ1	8331	0.00106	0.807
SEQ1	8332	0.00121	0.801
SEQ1	8333	0.00147	0.795
SEQ1	8334	0.00192	0.788
SEQ1	8335	0.00217	0.781
SEQ1	8336	0.00135	0.770
SEQ1	8337	0.00102	0.756
SEQ1	8338	0.00124	0.739
SEQ1	8339	0.00124	0.727
SEQ1	8340	0.00146	0.720
SEQ1	8341	0.00176	0.716
SEQ1	8342	0.00194	0.713
SEQ1	8343	0.00193	0.711
SEQ1	8344	0.00151	0.706
SEQ1	8345	0.00107	0.699
SEQ1	8346	0.000838	0.685
SEQ1	8347	0.000753	0.664
SEQ1	8348	0.000849	0.628
SEQ1	8349	0.00117	0.585
SEQ1	8350	0.00147	0.550
SEQ1	8351	0.00249	0.527
SEQ1	8352	0.00314	0.510
SEQ1	8353	0.00575	0.504
SEQ1	8354	0.00749	0.505
SEQ1	8355	0.0105	0.511
SEQ1	8356	0.00733	0.516
SEQ1	8357	0.00502	0.518
SEQ1	8358	0.00283	0.519
SEQ1	8359	0.00262	0.518
SEQ1	8360	0.00205	0.516
SEQ1	8361	0.00394	0.514
SEQ1	8362	0.00935	0.516
SEQ1	8363	0.0133	0.521
SEQ1	8364	0.0189	0.526
SEQ1	8365	0.0135	0.519
SEQ1	8366	0.0122	0.511
SEQ1	8367	0.00926	0.506
SEQ1	8368	0.00758	0.504
SEQ1	8369	0.0105	0.504
SEQ1	8370	0.0176	0.513
SEQ1	8371	0.0278	0.528
SEQ1	8372	0.0437	0.561
SEQ1	8373	0.0377	0.589
SEQ1	8374	0.0296	0.610
SEQ1	8375	0.0169	0.619
SEQ1	8376	0.0115	0.624
SEQ1	8377	0.00617	0.624
SEQ1	8378	0.00236	0.618
SEQ1	8379	0.00239	0.613
SEQ1	8380	0.00263	0.608
SEQ1	8381	0.00531	0.605
SEQ1	8382	0.0123	0.610
SEQ1	8383	0.0214	0.623
SEQ1	8384	0.0266	0.641
SEQ1	8385	0.026	0.659
SEQ1	8386	0.0202	0.671
SEQ1	8387	0.0143	0.678
SEQ1	8388	0.0144	0.689
SEQ1	8389	0.0105	0.697
SEQ1	8390	0.00854	0.704
SEQ1	8391	0.00845	0.712
SEQ1	8392	0.00731	0.718
SEQ1	8393	0.0111	0.726
SEQ1	8394	0.00849	0.732
SEQ1	8395	0.00506	0.731
SEQ1	8396	0.00432	0.730
SEQ1	8397	0.00404	0.729
SEQ1	8398	0.00487	0.730
SEQ1	8399	0.00492	0.733
SEQ1	8400	0.00897	0.740
SEQ1	8401	0.0149	0.754
SEQ1	8402	0.0193	0.771
SEQ1	8403	0.0243	0.792
SEQ1	8404	0.0252	0.814
SEQ1	8405	0.0145	0.826
SEQ1	8406	0.00398	0.827
SEQ1	8407	0.00137	0.826
SEQ1	8408	0.00112	0.825
SEQ1	8409	0.00126	0.825
SEQ1	8410	0.00222	0.825
SEQ1	8411	0.00339	0.827
SEQ1	8412	0.00631	0.832
SEQ1	8413	0.00709	0.838
SEQ1	8414	0.00765	0.844
SEQ1	8415	0.00568	0.845
SEQ1	8416	0.00426	0.843
SEQ1	8417	0.00334	0.838
SEQ1	8418	0.00375	0.836
SEQ1	8419	0.00418	0.837
SEQ1	8420	0.00626	0.841
SEQ1	8421	0.00846	0.848
SEQ1	8422	0.0114	0.859
SEQ1	8423	0.0113	0.869
SEQ1	8424	0.00956	0.878
SEQ1	8425	0.0065	0.884
SEQ1	8426	0.003	0.887
SEQ1	8427	0.00161	0.888
SEQ1	8428	0.000757	0.887
SEQ1	8429	0.000706	0.887
SEQ1	8430	0.000716	0.884
SEQ1	8431	0.00182	0.883
SEQ1	8432	0.00387	0.883
SEQ1	8433	0.00456	0.885
SEQ1	8434	0.0036	0.887
SEQ1	8435	0.00302	0.888
SEQ1	8436	0.00242	0.890
SEQ1	8437	0.00241	0.892
SEQ1	8438	0.00384	0.895
SEQ1	8439	0.00447	0.899
SEQ1	8440	0.00645	0.904
SEQ1	8441	0.00729	0.911
SEQ1	8442	0.00707	0.917
SEQ1	8443	0.00621	0.922
SEQ1	8444	0.00397	0.924
SEQ1	8445	0.00265	0.926
SEQ1	8446	0.00294	0.927
SEQ1	8447	0.00322	0.928
SEQ1	8448	0.00246	0.928
SEQ1	8449	0.00223	0.928
SEQ1	8450	0.00328	0.930
SEQ1	8451	0.00488	0.934
SEQ1	8452	0.00588	0.939
SEQ1	8453	0.00548	0.944
SEQ1	8454	0.00358	0.947
SEQ1	8455	0.00215	0.949
SEQ1	8456	0.00113	0.950
SEQ1	8457	0.000618	0.950
SEQ1	8458	0.000584	0.950
SEQ1	8459	0.000913	0.950
SEQ1	8460	0.00132	0.950
SEQ1	8461	0.00123	0.950
SEQ1	8462	0.000989	0.950
SEQ1	8463	0.000719	0.949
SEQ1	8464	0.000493	0.946
SEQ1	8465	0.000461	0.944
SEQ1	8466	0.000425	0.943
SEQ1	8467	0.000459	0.941
SEQ1	8468	0.000456	0.940
SEQ1	8469	0.000413	0.938
SEQ1	8470	0.000404	0.936
SEQ1	8471	0.000475	0.933
SEQ1	8472	0.000648	0.932
SEQ1	8473	0.00105	0.931
SEQ1	8474	0.00166	0.931
SEQ1	8475	0.00173	0.932
SEQ1	8476	0.00117	0.932
SEQ1	8477	0.000606	0.932
SEQ1	8478	0.000318	0.931
SEQ1	8479	0.00032	0.930
SEQ1	8480	0.000542	0.929
SEQ1	8481	0.00105	0.928
SEQ1	8482	0.00186	0.928
SEQ1	8483	0.00245	0.929
SEQ1	8484	0.00199	0.930
SEQ1	8485	0.00131	0.930
SEQ1	8486	0.00133	0.930
SEQ1	8487	0.0013	0.930
SEQ1	8488	0.00112	0.930
SEQ1	8489	0.00114	0.929
SEQ1	8490	0.000774	0.928
SEQ1	8491	0.000684	0.927
SEQ1	8492	0.00057	0.926
SEQ1	8493	0.000525	0.926
SEQ1	8494	0.000761	0.926
SEQ1	8495	0.000757	0.926
SEQ1	8496	0.000761	0.925
SEQ1	8497	0.000502	0.925
SEQ1	8498	0.000361	0.922
SEQ1	8499	0.000238	0.919
SEQ1	8500	0.000231	0.914
SEQ1	8501	0.000383	0.907
SEQ1	8502	0.00095	0.897
SEQ1	8503	0.00173	0.892
SEQ1	8504	0.00173	0.888
SEQ1	8505	0.00139	0.887
SEQ1	8506	0.00107	0.885
SEQ1	8507	0.000958	0.884
SEQ1	8508	0.000686	0.881
SEQ1	8509	0.000811	0.873
SEQ1	8510	0.000822	0.860
SEQ1	8511	0.000659	0.842
SEQ1	8512	0.000818	0.829
SEQ1	8513	0.000618	0.818
SEQ1	8514	0.000426	0.809
SEQ1	8515	0.000443	0.802
SEQ1	8516	0.00046	0.792
SEQ1	8517	0.0005	0.774
SEQ1	8518	0.000568	0.747
SEQ1	8519	0.000716	0.704
SEQ1	8520	0.000862	0.667
SEQ1	8521	0.00133	0.639
SEQ1	8522	0.00231	0.625
SEQ1	8523	0.00432	0.617
SEQ1	8524	0.00726	0.618
SEQ1	8525	0.00703	0.623
SEQ1	8526	0.00528	0.626
SEQ1	8527	0.0026	0.626
SEQ1	8528	0.00154	0.622
SEQ1	8529	0.00144	0.611
SEQ1	8530	0.00177	0.592
SEQ1	8531	0.00272	0.568
SEQ1	8532	0.00298	0.545
SEQ1	8533	0.00505	0.530
SEQ1	8534	0.00705	0.522
SEQ1	8535	0.0111	0.519
SEQ1	8536	0.0157	0.524
SEQ1	8537	0.0168	0.533
SEQ1	8538	0.0118	0.536
SEQ1	8539	0.00818	0.537
SEQ1	8540	0.00633	0.532
SEQ1	8541	0.00603	0.530
SEQ1	8542	0.0071	0.532
SEQ1	8543	0.00743	0.535
SEQ1	8544	0.0053	0.536
SEQ1	8545	0.00494	0.536
SEQ1	8546	0.0049	0.536
SEQ1	8547	0.00524	0.532
SEQ1	8548	0.0104	0.528
SEQ1	8549	0.0255	0.534
SEQ1	8550	0.0355	0.545
SEQ1	8551	0.0434	0.563
SEQ1	8552	0.0316	0.580
SEQ1	8553	0.0195	0.596
SEQ1	8554	0.0112	0.606
SEQ1	8555	0.00621	0.611
SEQ1	8556	0.00488	0.615
SEQ1	8557	0.00642	0.619
SEQ1	8558	0.00856	0.624
SEQ1	8559	0.0103	0.628
SEQ1	8560	0.0119	0.633
SEQ1	8561	0.0119	0.637
SEQ1	8562	0.00871	0.640
SEQ1	8563	0.00955	0.645
SEQ1	8564	0.00808	0.650
SEQ1	8565	0.00744	0.654
SEQ1	8566	0.00619	0.656
SEQ1	8567	0.0054	0.655
SEQ1	8568	0.00706	0.653
SEQ1	8569	0.00903	0.651
SEQ1	8570	0.0196	0.659
SEQ1	8571	0.0186	0.668
SEQ1	8572	0.0189	0.681
SEQ1	8573	0.0101	0.688
SEQ1	8574	0.00556	0.692
SEQ1	8575	0.00274	0.694
SEQ1	8576	0.00202	0.695
SEQ1	8577	0.00177	0.696
SEQ1	8578	0.00249	0.697
SEQ1	8579	0.00406	0.697
SEQ1	8580	0.00658	0.699
SEQ1	8581	0.00917	0.705
SEQ1	8582	0.0104	0.712
SEQ1	8583	0.00888	0.719
SEQ1	8584	0.00588	0.722
SEQ1	8585	0.00208	0.720
SEQ1	8586	0.00124	0.717
SEQ1	8587	0.000827	0.711
SEQ1	8588	0.000695	0.705
SEQ1	8589	0.00135	0.699
SEQ1	8590	0.00281	0.696
SEQ1	8591	0.00657	0.698
SEQ1	8592	0.00927	0.705
SEQ1	8593	0.0141	0.716
SEQ1	8594	0.0119	0.725
SEQ1	8595	0.00789	0.730
SEQ1	8596	0.00786	0.736
SEQ1	8597	0.00563	0.738
SEQ1	8598	0.00394	0.737
SEQ1	8599	0.00345	0.735
SEQ1	8600	0.0034	0.733
SEQ1	8601	0.00377	0.733
SEQ1	8602	0.00267	0.733
SEQ1	8603	0.00209	0.734
SEQ1	8604	0.00276	0.737
SEQ1	8605	0.00377	0.740
SEQ1	8606	0.00437	0.743
SEQ1	8607	0.00691	0.749
SEQ1	8608	0.0116	0.759
SEQ1	8609	0.0129	0.771
SEQ1	8610	0.0153	0.786
SEQ1	8611	0.0156	0.801
SEQ1	8612	0.0132	0.813
SEQ1	8613	0.0117	0.825
SEQ1	8614	0.00924	0.834
SEQ1	8615	0.00789	0.841
SEQ1	8616	0.00787	0.848
SEQ1	8617	0.0135	0.861
SEQ1	8618	0.0141	0.875
SEQ1	8619	0.011	0.885
SEQ1	8620	0.00713	0.892
SEQ1	8621	0.00417	0.894
SEQ1	8622	0.00279	0.895
SEQ1	8623	0.00245	0.896
SEQ1	8624	0.0025	0.898
SEQ1	8625	0.00328	0.901
SEQ1	8626	0.00338	0.904
SEQ1	8627	0.00276	0.907
SEQ1	8628	0.0027	0.908
SEQ1	8629	0.0027	0.909
SEQ1	8630	0.00292	0.909
